Target keyword,Target country,Title,Article status,Original publish date,URL,Original writer/translator,Category,Subcategory,Epic,Persona,Niche persona,Article type
ux certification,FR,15 certifications et bootcamps UX pour tous les niveaux de compétence,Published,2025-05-05,https://www.coursera.org/fr-FR/articles/ux-certifications-and-bootcamps-your-guide,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher,Advancer","Considering,Applying",Certification
graphic design vs ux design,FR,Graphic design vs UX design : Choisir la bonne voie professionnelle,Published,2025-05-10,https://www.coursera.org/fr-FR/articles/ux-design-vs-graphic-design,Lydia,Computer Science and Engineering,Design and Product,"UX Designer,Graphic Designer","Starter,Switcher",Considering,Comparison
métier ux designer,FR,5 métiers d’UX designer : dynamisez votre carrière de designer,Published,2025-04-25,https://www.coursera.org/fr-FR/articles/ux-designer-career-paths,Amber,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher,Advancer","Current,Considering",Career Path
entretien ux designer,FR,12 questions d'entretien UX designer et réponses,Published,2025-05-09,https://www.coursera.org/fr-FR/articles/ux-designer-interview-questions-and-answers,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Applying,Interview Questions
portfolio ux designer,FR,7 exemples de portfolios d'UX designer : guide du débutant,Published,2025-04-19,https://www.coursera.org/fr-FR/articles/ux-designer-portfolio-beginners-guide,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Switcher,Starter","Applying,Current",Portfolio
ux designer salaire,FR,Combien puis-je gagner en tant qu’UX designer ? (Guide des salaires 2026),Published,2025-05-09,https://www.coursera.org/fr-FR/articles/ux-designer-salary-guide,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Salary Guide
ux researcher salaire,FR,Salaire d'un UX researcher : ce que vous gagnerez et pourquoi,Published,2025-05-14,https://www.coursera.org/fr-FR/articles/ux-researcher-salary-what-youll-make-and-why,Amber,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Salary Guide
vocabulaire ux,FR,Le vocabulaire UX (expérience utilisateur) de A à Z,Published,2025-05-05,https://www.coursera.org/fr-FR/articles/ux-terms,Tiffany,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Glossary
web designer,FR,Que fait un web designer (et comment en devenir un) ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/web-designer,Izea,Computer Science and Engineering,"Web and App Development,Design and Product","UX Designer,Front-end Developer","Starter,Switcher",Considering,Career Overview
web designer salaire,FR,Salaire d'un web designer : guide 2025,Requires Updates,2025-05-08,https://www.coursera.org/fr-FR/articles/web-designer-salary,Izea,Computer Science and Engineering,"Web and App Development,Design and Product","UX Designer,Front-end Developer","Starter,Switcher",Considering,Salary Guide
web designer vs web developer,FR,Web designer vs. Web developer : quelles différences entre ces métiers ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/web-designer-vs-web-developer,Izea,Computer Science and Engineering,"Web and App Development,Design and Product","UX Designer,Front-end Developer","Starter,Switcher",Considering,Comparison
licence information et communication débouchés,FR,Licence information et communication débouchés : 10 carrières,Published,2025-05-07,https://www.coursera.org/fr-FR/articles/what-can-you-do-with-a-communication-degree,Lydia,Degrees,"Degrees by Topic,Degree Advice,Career Path Planning","Business Degrees,Choosing a Career","Starter,Switcher",Considering,Career Options
bba débouchés,FR,BBA débouchés : Les 10 emplois recherchés (2026),Published,2025-04-19,https://www.coursera.org/fr-FR/articles/what-can-you-do-with-business-degree,Lydia,Degrees,"Degrees by Topic,Degree Advice,Entrepreneurship,Career Path Planning","Business Degrees,Project Manager","Starter,Switcher",Considering,Career Options
data analyst,FR,Que fait un data analyst ? Guide des carrières 2026,Published,2025-05-08,https://www.coursera.org/fr-FR/articles/what-does-a-data-analyst-do-a-career-guide,Amber,Data,Data Analytics,Data Analyst,"Starter,Switcher",Considering,Career Overview
designer graphique,FR,Que fait un designer graphique ? Et comment le devenir ?,Published,2025-05-09,https://www.coursera.org/fr-FR/articles/what-does-a-graphic-designer-do,Izea,Computer Science and Engineering,Design and Product,"Graphic Designer,UX Designer","Starter,Switcher",Considering,Career Overview
coordinateur de projet,FR,Que fait un coordinateur de projet ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-does-a-project-coordinator-do,Izea,Business,Leadership and Management,Project Manager,"Starter,Switcher",Considering,Career Overview
ux designer,FR,Que fait un UX designer ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-does-a-ux-designer-do,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Career Overview
ia signification,FR,IA signification : Que signifie IA ?,Published,2025-05-09,https://www.coursera.org/fr-FR/articles/what-does-ai-stand-for,Izea,Data,"AI and Machine Learning,Data Science","Machine Learning Engineer,Data Scientist","Starter,Switcher",Considering,Long Explainer
sql signification,FR,SQL signification : Quelle est la signification de SQL ?,Published,2025-05-10,https://www.coursera.org/fr-FR/articles/what-does-sql-stand-for,Izea,Data,Data Analytics,Data Analyst,"Starter,Switcher",Considering,Long Explainer
product designer,FR,"Qu'est-ce qu'un product designer ? Salaires, compétences et plus encore",Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-a-product-designer,Amber,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Career Overview
scrum master,FR,Qu'est-ce qu'un Scrum Master (et comment le devenir) ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-a-scrum-master,Izea,Business,Leadership and Management,Project Manager,"Starter,Switcher",Considering,Career Overview
ingénieur sécurité,FR,Qu'est-ce qu'un ingénieur sécurité ? Guide de carrière 2026,Published,2025-05-08,https://www.coursera.org/fr-FR/articles/what-is-a-security-engineer,Lydia,IT,Networks and Security,Cybersecurity Analyst,"Starter,Switcher",Considering,Career Overview
administrateur système,FR,Que fait un administrateur système ? Votre guide de carrière,Published,2025-04-21,https://www.coursera.org/fr-FR/articles/what-is-a-system-administrator-a-career-guide,Amber,IT,IT Support,IT Support Specialist,"Starter,Switcher",Considering,Career Overview
ui designer,FR,Qu'est-ce qu'un UI designer ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-a-user-interface-ui-designer-guide,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Career Overview
ingénieur ux,FR,Qu'est-ce qu'un ingénieur UX ? Et comment le devenir,Published,2025-05-07,https://www.coursera.org/fr-FR/articles/what-is-a-ux-engineer,Amber,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Career Overview
ux researcher,FR,Qu'est-ce qu'un UX researcher ? Comment décrocher ce poste ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-a-ux-researcher-how-to-get-the-job,Lydia,Computer Science and Engineering,Design and Product,UX Designer,"Starter,Switcher",Considering,Career Overview
white hat,FR,Qu'est-ce qu'un White Hat ? Le côté éthique du hacking,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-a-white-hat,Izea,IT,Networks and Security,Cybersecurity Analyst,"Starter,Switcher",Considering,Career Overview
méthode agile,FR,Qu'est-ce que la méthode Agile ? Une approche itérative de la gestion de projet,Published,2025-05-14,https://www.coursera.org/fr-FR/articles/what-is-agile-a-beginners-guide,Amber,Business,Leadership and Management,Project Manager,"Starter,Switcher","Considering,Current",Long Explainer
ia art,FR,Qu'est-ce que l'IA art ? Comment ça fonctionne et comment en créer,Published,2025-04-21,https://www.coursera.org/fr-FR/articles/what-is-ai-art,Tiffany,Data,AI and Machine Learning,Machine Learning Engineer,"Starter,Switcher",Considering,Long Explainer
coach agile,FR,Qu'est-ce qu'un coach Agile ? Et comment le devenir,Published,2025-05-07,https://www.coursera.org/fr-FR/articles/what-is-an-agile-coach,Amber,Business,Leadership and Management,Project Manager,"Starter,Switcher",Considering,Career Overview
technicien informatique,FR,Qu'est-ce qu'un technicien informatique ? Comment devenir technicien informatique,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-an-it-technician,Amber,IT,IT Support,IT Support Specialist,"Starter,Switcher",Considering,Career Overview
intelligence artificielle générale,FR,Qu'est-ce que l'intelligence artificielle générale ? Définition et exemples,Published,2025-05-14,https://www.coursera.org/fr-FR/articles/what-is-artificial-general-intelligence,Tiffany,Data,AI and Machine Learning,"Machine Learning Engineer,Data Scientist","Starter,Switcher",Considering,Long Explainer
big data,FR,Qu'est-ce que le Big Data ? Guide pour les non-initiés,Published,2025-04-19,https://www.coursera.org/fr-FR/articles/what-is-big-data-a-laypersons-guide,Amber,Data,"Data Analytics,Data Science,Data Engineering","Data Analyst,Data Engineer,Data Scientist","Starter,Switcher",Considering,Long Explainer
hacking éthique,FR,Qu'est-ce que le hacking éthique ?,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-ethical-hacking,Izea,IT,Networks and Security,Cybersecurity Analyst,"Starter,Switcher",Considering,Long Explainer
réseau antagoniste génératif,FR,Qu'est-ce qu’un GAN ? Le réseau antagoniste génératif (GAN) expliqué,Published,2025-04-21,https://www.coursera.org/fr-FR/articles/what-is-gan,Jessica,Data,AI and Machine Learning,Machine Learning Engineer,Advancer,Current,Long Explainer
ia générative,FR,"Qu'est-ce que l'IA générative ? Définition, applications et impact",Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-generative-ai,Tiffany,Data,AI and Machine Learning,"Machine Learning Engineer,Data Scientist","Starter,Switcher",Considering,Long Explainer
giac certification,FR,Qu'est-ce que la GIAC certification ? Le guide,Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-giac-certification-a-guide,Izea,IT,Networks and Security,Cybersecurity Analyst,"Starter,Switcher,Advancer","Considering,Applying",Certification
gpt,FR,"Qu'est-ce que GPT ? GPT-3, GPT-4 et plus expliqués",Published,2025-04-21,https://www.coursera.org/fr-FR/articles/what-is-gpt,Jessica,Data,AI and Machine Learning,Machine Learning Engineer,"Starter,Switcher",Considering,Long Explainer
rh,FR,"Qu'est-ce que les ressources humaines (RH) ? Description, responsabilités et emplois",Published,2025-05-03,https://www.coursera.org/fr-FR/articles/what-is-hr,Izea,Business,Leadership and Management,Human Resources Specialist,"Starter,Switcher",Considering,Long Explainer
itil,FR,Qu'est-ce que l'ITIL ? Guide du débutant sur le processus ITIL,Published,2025-05-07,https://www.coursera.org/fr-FR/articles/what-is-itil,Jessica,IT,IT Support,IT Support Specialist,"Starter,Switcher",Considering,Long Explainer
linux,FR,Qu'est-ce que Linux ? Glossaire des commandes et FAQ,Published,2025-05-02,https://www.coursera.org/fr-FR/articles/what-is-linux,Jessica,IT,IT Support,IT Support Specialist,"Starter,Switcher",Considering,Long Explainer
machine learning engineer,FR,Qu'est-ce qu'un machine learning engineer ? (+ Comment se lancer),Published,2025-05-06,https://www.coursera.org/fr-FR/articles/what-is-machine-learning-engineer,Izea,Data,AI and Machine Learning,Machine Learning Engineer,"Starter,Switcher",Considering,Career Overview
openai,FR,Qu'est-ce qu'OpenAI ? Tout ce que vous devez savoir,Published,2025-05-09,https://www.coursera.org/fr-FR/articles/what-is-openai,Tiffany,Data,AI and Machine Learning,Machine Learning Engineer,"Starter,Switcher","Considering,Applying",Long Explainer
chef de projet,FR,Qu'est-ce qu'un chef de projet ? Guide de carrière,Published,2025-05-02,https://www.coursera.org/fr-FR/articles/what-is-project-manager,Lydia,Business,Leadership and Management,Project Manager,"Starter,Switcher",Considering,Career Overview
scope creep,FR,Qu'est-ce que le scope creep ? Maintenir le cap sur votre projet,Published,2025-04-21,https://www.coursera.org/fr-FR/articles/what-is-scope-creep,Amber,Business,Leadership and Management,Project Manager,"Starter,Switcher","Considering,Current",Long Explainer
